Projeto;Ementa;Palavras-chave;Promoventes
PL 201/2024;Autoriza o Executivo a celebrar convênios para a criação de postos de apoio aos motoboys e motogirls, e dá outras providências.;APOIO | CONVENIO | COZINHA | CURSOS | ENTREGA EXPRESSA | ESPACO | ESTACAO DE RECARGA DE BATERIA | ESTACIONAMENTO | HABILITACAO PROFISSIONAL | INSTALACAO | MOTOCICLETA | MOTOCICLISTA | MOTOFRETE | PARCERIA | PONTO DE APOIO PARA TRABALHADORES DE APLICATIVOS DE ENTREGA E DE TRANSPORTE DE PASSAGEIROS | POSTO | RECARGA | REFEITORIO | REPOUSO | SALA | SANITARIO | SANITARIO FEMININO | SANITARIO MASCULINO | SETOR PRIVADO | TELEFONE CELULAR | UTENSILIOS;Ver. DR. MILTON FERREIRA (PODE)Ver. RICARDO TEIXEIRA (UNIÃO)Ver. SONAIRA FERNANDES (PL)Ver. SILVINHO LEITE (UNIÃO)Ver. MARINA BRAGANTE (REDE)
PL 200/2024;Autoriza a doação ao Estado de São Paulo das áreas municipais descritas, para fins de requalificação e revitalização do Centro da Cidade de São Paulo, com vistas à transferência do Centro Administrativo do Governo do Estado para o local.;ALIENACAO | AREA MUNICIPAL | AUTORIZACAO | CAMPOS ELISEOS | CAXIAS ( AVENIDA DUQUE DE ) | CORACAO DE JESUS ( LARGO ) | DESTINACAO | DINO BUENO ( ALAMEDA ) | DOACAO | GLETE ( ALAMEDA ) | GOVERNO ESTADUAL | GUAIANASES ( RUA ) ( REPUBLICA ) | HELVETIA ( RUA ) | ISABEL ( PARQUE MUNICIPAL PRINCESA ) | PARQUE ESTADUAL | PIRACICABA ( ALAMEDA BARAO DE ) | REURBANIZACAO | RIO BRANCO ( AVENIDA ) | RONDON ( RUA GENERAL ) | SANTA CECILIA ( DISTRITO ) | SAO PAULO ( ESTADO ) | SEDE | TERMINAL PRINCESA ISABEL | TRANSFERENCIA | TRANSFORMACAO | ZONA CENTRO;Executivo - RICARDO NUNES
PL 199/2024;Institui o Programa de Ações Sustentáveis para compactação de materiais recicláveis e não recicláveis no Município de São Paulo e dá outras providências.;COMPACTADOR ESTACIONARIO | DESCONTO | IMOVEL COMERCIAL | IMOVEL RESIDENCIAL | INCENTIVO | IPTU | LIXO | MATERIAL RECICLAVEL | RECICLAGEM | REDUCAO | RESIDUOS SOLIDOS | SUSTENTABILIDADE;Ver. CRIS MONTEIRO (NOVO)Ver. SILVINHO LEITE (UNIÃO)
PL 198/2024;Dispõe sobre o ordenamento territorial e horário de funcionamento  de  entidades  de  tiro  desportivo  no Município de São Paulo.;ARMA | CLUBE DE TIRO | DISTANCIA | ENTORNO | ESPORTES COM ARMAS | FUNCIONAMENTO | HORARIO | HORARIO DE FUNCIONAMENTO | LOCALIZACAO | PROXIMIDADE | TIRO ESPORTIVO | VIZINHANCA;Ver. GEORGE HATO (MDB)
PL 197/2024;Dispõe sobre o funcionamento das entidades e/ou das empresas destinadas à prática, ao aperfeiçoamento, e ao treinamento de tiro desportivo, instaladas na cidade de São Paulo, e dá outras providências.;ARMA | ATIVIDADE ECONOMICA | CLUBE DE TIRO | DISTANCIA | ENTORNO | ESPORTES COM ARMAS | ESTABELECIMENTO COMERCIAL | FUNCIONAMENTO | LOCALIZACAO | PROXIMIDADE | SETOR PRIVADO | TIRO ESPORTIVO | TIRO PRATICO | VIZINHANCA;Ver. CORONEL SALLES (PSD)Ver. DR. NUNES PEIXEIRO (MDB)Ver. SONAIRA FERNANDES (PL)Ver. FERNANDO HOLIDAY (PL)Ver. RUBINHO NUNES (UNIÃO)
PL 196/2024;Permite o ingresso e permanência de cães e gatos em equipamentos públicos municipais e clubes sociais de propriedade privada, e dá outras providências.;ACESSO | APTIDAO FISICA | ASSINATURA | BENS MUNICIPAIS | CAO | CARTEIRA DE VACINACAO | CENTRO ESPORTIVO | CLUBE | CLUBE DA COMUNIDADE | COLEIRA DE ANIMAL | CONFORTO | CONSELHO REGIONAL DE MEDICINA VETERINARIA | CONTROLE | DANOS | ENTRADA | EQUIPAMENTO PUBLICO | GATO | HIGIENE | IDADE | INGRESSO | LIMPEZA | MEDICO VETERINARIO | NOME | NUMERO DE TELEFONE | PARQUE MUNICIPAL | PASSEADOR DE CAES | PERMANENCIA | PLAQUETA DE IDENTIFICACAO | PROPRIETARIO | REGISTRO | REQUISITOS | RESPONSAVEL | SAUDE ( ASSUNTO GERAL ) | SETOR PRIVADO | TELEFONE | USUARIO | VERMIFUGACAO;Ver. ARSELINO TATTO (PT)
PL 195/2024;Dispõe sobre a instituição de campanha permanente de conscientização sobre a entrega voluntária de recém-nascidos para adoção e dá outras providências.;ADOCAO | CAMPANHA | CONSCIENTIZACAO | DIVULGACAO | ENTREGA LEGAL PARA ADOCAO | EQUIPAMENTO PUBLICO | ESTABELECIMENTO DE ENSINO | GESTANTE | GRAVIDEZ | INFORMACAO | LEGALIDADE | MULHER | ORGAOS MUNICIPAIS | ORIENTACAO | POSTO DE SAUDE | RECEM NASCIDO | REPARTICAO PUBLICA | UNIDADE DE SAUDE;Ver. SANDRA SANTANA (MDB)
PL 194/2024;Dispõe sobre aplicativo de celular que será disponibilizado e mantido pelo Poder Executivo para auxiliar os passageiros no uso do transporte público coletivo no município de São Paulo.;APLICATIVO MOVEL | COMPATIBILIDADE | CONVENIO | DEFICIENCIA VISUAL | DEFICIENTE VISUAL | DISPONIBILIDADE | INFORMACAO | ITINERARIO | LINHA DE ONIBUS | LOCALIZACAO | PARCERIA | PASSAGEIRO | PESSOA COM DEFICIENCIA | PONTO DE ONIBUS | SITUACAO | TELEFONE CELULAR | TRANSPORTE COLETIVO | TRANSPORTE DE PASSAGEIRO;Ver. SANDRA SANTANA (MDB)
PL 193/2024;Institui o Programa Casa Segura para a adaptação do ambiente doméstico de pessoas idosas e pessoas com deficiência de baixa renda.;ABNT | ACIDENTE | ACIDENTE DOMESTICO | ADAPTACAO | ADESIVO | ASSENTO | BAIXA RENDA | CHUVEIRO | CIRCULACAO | CORRIMAO | DEFICIENTE FISICO | DIFICULDADE | DISPOSITIVO DE SEGURANCA | HABITACAO | IDADE | IDOSO | LOCALIZACAO | LOCOMOCAO | MORADOR | NORMAS TECNICAS | PAREDE | PESSOA COM DEFICIENCIA | PISO | POPULACAO CARENTE | PORTA | PROGRAMA CASA SEGURA | QUEDA | REDUCAO | RISCOS | SEGURANCA | SEXAGENARIO | VASO SANITARIO | VIDRO;Ver. SANDRA SANTANA (MDB)
PL 192/2024;Dispõe sobre afixação de cartaz informativo sobre o atendimento de pessoas com gestação indesejada no âmbito do Município de São Paulo.;ABORTO | ABUSO SEXUAL | ADOCAO | ATENDIMENTO | CARTAZ | DIVULGACAO | ENTREGA LEGAL PARA ADOCAO | EQUIPAMENTO PUBLICO | ESTUPRO | FETO | GESTANTE | GRAVIDEZ | HOSPITAL | IDADE | INFORMACAO | INTERRUPCAO | LEGALIDADE | MULHER | OPCAO | ORGAOS MUNICIPAIS | ORIENTACAO | PLACA | POSTO DE SAUDE | RECEM NASCIDO | RISCO DE VIDA | SERVICOS PUBLICOS | UNIDADE DE SAUDE | VIOLENCIA CONTRA A MULHER | VISIBILIDADE | VITIMA;Ver. SILVIA DA BANCADA FEMINISTA (PSOL)
PL 191/2024;Altera a Lei Municipal nº 14.471, de 10 de julho de 2007, para declarar a Cidade de Cochabamba, no Estado Plurinacional da Bolívia, como Cidade-Irmã da Cidade de São Paulo.;ALTERACAO | BOLIVIA ( PAIS ) | CIDADE IRMA | COCHABAMBA ( CIDADE ) | LEI 14.471/2007 | SAO PAULO ( MUNICIPIO );Ver. FABIO RIVA (MDB)
PL 190/2024;“Altera a Lei n° 14.485, de 19 de julho de 2007, para incluir no Calendário de Eventos da Cidade de São Paulo o Domingo Aéreo.”;ALTERACAO | AVIACAO | CALENDARIO OFICIAL DE EVENTOS | CAMPO DE MARTE ( AEROPORTO ) | DATA COMEMORATIVA | DOMINGO AEREO ( EVENTO ) | EVENTOS | FORCA AEREA BRASILEIRA | LEI 14.485/2007;Ver. CRIS MONTEIRO (NOVO)
PL 189/2024;Denomina como “Anderson Gomes de Carvalho - Sapo” a praça inominada situada entre a Rua Alexandre Silva - Brasilândia, CEP: 02859-010 e a Rua Joaquim Gonçalves Rocha, 252-292, Jardim Brasília (Zona Norte), São Paulo/SP, CEP: 02859-030.;ALEXANDRE SILVA ( RUA ) | ANDERSON GOMES DE CARVALHO - SAPO ( PRACA ) | BRASILANDIA ( DISTRITO ) | DENOMINACAO | JARDIM BRASILIA ( BRASILANDIA ) | JOAQUIM GONCALVES ROCHA ( RUA ) | LOGRADOURO PUBLICO | PRACA PUBLICA;Ver. LUNA ZARATTINI (PT)
PL 188/2024;"“Altera a redação do parágrafo único do artigo 92 da Lei nº 8.989, de 29 de outubro de 1979 para restabelecer aos servidores públicos municipais o direito às faltas abonadas.""";ABONO DE FALTA | ALTERACAO | AUMENTO | AUSENCIA | DIREITOS E GARANTIAS TRABALHISTAS | DOENCA | ESTATUTO DOS FUNCIONARIOS PUBLICOS DO MUNICIPIO | FALTA AO SERVICO | LEI 08.989/1979 | LEI 17.722/2021 | LIMITACAO | MOTIVO | QUANTIDADE | SERVIDOR;Ver. PROFESSOR TONINHO VESPOLI (PSOL)
PL 187/2024;“Altera a redação do inciso II, do artigo 178, da Lei nº 8.989, de 29 de outubro de 1979,  dá outras providências”.;ALTERACAO | ATO ILICITO | CUMPRIMENTO | DENUNCIA | DEVERES | ESTATUTO DOS FUNCIONARIOS PUBLICOS DO MUNICIPIO | HIERARQUIA | LEI 08.989/1979 | ORDEM | REGIME DE TRABALHO | SERVIDOR | SUBORDINACAO;Ver. PROFESSOR TONINHO VESPOLI (PSOL)
PL 186/2024;Fica determinado que o Executivo municipal somente firmará contratos com empresas que destine 10% de suas vagas de emprego para beneficiários do Programa Bolsa Família e dá outras providências;ACOMPANHAMENTO | BENEFICIARIO | COMPROVACAO | CONTRATACAO | CONTRATACAO DE SERVICOS | CONTRATADO | CONTRATO | COTA | EMPREGADO | EMPRESA | EMPRESA DE PRESTACAO DE SERVICO | LICITACAO | MERCADO DE TRABALHO | OFERTA DE EMPREGO | PERCENTAGEM | PMSP | PRAZO | PRESTACAO DE SERVICO | PROGRAMA BOLSA FAMILIA | RESERVA | SECRETARIA MUNICIPAL DE ASSISTENCIA E DESENVOLVIMENTO SOCIAL | SECRETARIA MUNICIPAL DE EDUCACAO | TERCEIRIZACAO | VAGA;Ver. PROFESSOR TONINHO VESPOLI (PSOL)
PL 185/2024;Dispõe sobre a realização de convênio entre as clínicas, na forma que especifica, para atendimentos de pessoas com transtorno de espectro autista, e dá outras providências.;ATENDIMENTO | ATENDIMENTO DIFERENCIADO | CONSULTORIO MEDICO | CONVENIO | ESPECIALISTA EM SAUDE | PESSOA COM DEFICIENCIA | TRANSTORNO DO ESPECTRO AUTISTA | UNIDADE DE SAUDE;Ver. ISAC FÉLIX (PL)
PL 184/2024;Torna obrigatória a instalação de sala de aula multissensorial, nas escolas da rede municipal de ensino básico (educação infantil, fundamental e médio), para as crianças e jovens com deficiência intelectual e/ou múltipla, bem como com Transtorno do Espectro Autista (TEA), e dá outas providencias.;ADAPTACAO | APRENDIZAGEM | DEFICIENCIA MENTAL | DEFICIENCIA MULTIPLA | DEFICIENTE MENTAL | DEFICIENTE MULTIPLO | ENSINO ESPECIAL | ENSINO MEDIO | ENSINO MUNICIPAL | ESCOLA MUNICIPAL | ESCOLA MUNICIPAL DE EDUCACAO INFANTIL | ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL | ESTUDANTE | EXCESSO | INSTALACAO | MATERIAL ESCOLAR | OBRIGATORIEDADE | PEDAGOGO | PESSOA COM DEFICIENCIA | PSICOPEDAGOGO | SALA DE AULA | SALA MULTISSENSORIAL | TERAPEUTA OCUPACIONAL | TRANSTORNO DO ESPECTRO AUTISTA;Ver. DR. ADRIANO SANTOS (PT)Ver. JAIR TATTO (PT)
PL 183/2024;Altera a Lei nº 14.485, de 19 de julho de 2007, para incluir no Calendário de Eventos da Cidade de São Paulo a “Mulheres Empoderadas Semente Capoeira”, a ser celebrado anualmente no segundo final de semana do mês de março.;ALTERACAO | CALENDARIO OFICIAL DE EVENTOS | DATA COMEMORATIVA | EVENTOS | LEI 14.485/2007 | MULHER | MULHERES EMPODERADAS SEMENTE CAPOEIRA;Ver. SIDNEY CRUZ (MDB)
PL 182/2024;Institui o Programa Municipal de Combate ao Racismo Religioso no Município de São Paulo e dá outras providências.;ASSISTENCIA RELIGIOSA | CAMPANHA | COMBATE | CONSCIENTIZACAO | CONVENIO | CRIACAO | CULTO RELIGIOSO | DENUNCIA | DIRETRIZ | DISCRIMINACAO RACIAL | DISCRIMINACAO RELIGIOSA | DISCRIMINACAO RELIGIOSA RACIAL | FISCALIZACAO | INDIGENA | INFORMACAO | LIBERDADE RELIGIOSA | MULTA | NEGRO | PESSOA FISICA | PESSOA JURIDICA | POLITICAS PUBLICAS | PREVENCAO | PROGRAMA MUNICIPAL DE COMBATE AO RACISMO RELIGIOSO | RACA | RELIGIAO | RELIGIAO DE MATRIZ AFRICANA | SERVIDOR | VESTUARIO | VIOLENCIA;Ver. LUANA ALVES (PSOL)
PL 181/2024;Proíbe a conversão da remuneração dos servidores públicos dos serviços essenciais em subsídios pelo Poder Executivo Municipal de São Paulo.;ALTERACAO | ATENDIMENTO PUBLICO | ATIVIDADE ESSENCIAL | GRATIFICACAO | PMSP | PROIBICAO | PROMOCAO | REMUNERACAO | SALARIO | SERVIDOR | SUBSIDIO ( REMUNERACAO ) | TRANSFORMACAO | VALORIZACAO | VANTAGEM PESSOAL | VENCIMENTOS;Ver. LUANA ALVES (PSOL)
PL 180/2024;Estabelece consulta popular através de plebiscito para processos de desestatização ou concessão, e dá outras providências.;CONCESSAO DE USO | CONSULTA | CONSULTA PUBLICA | CONVOCACAO | DECISAO | MUNICIPE | OBRIGATORIEDADE | OPINIAO | PARTICIPACAO POPULAR | PLEBISCITO | POPULACAO | PRESTACAO DE SERVICO | PRIVATIZACAO | SERVICOS PUBLICOS | SETOR PRIVADO;Ver. LUANA ALVES (PSOL)
PL 179/2024;Acrescenta a denominação atual Praça Antônio Prado, Centro de São Paulo, para Praça Antônio Prado - Largo do Rosário dos Pretos, e dá outras providências.;ALTERACAO | ANTONIO PRADO - LARGO DO ROSARIO DOS PRETOS ( PRACA ) | ANTONIO PRADO ( PRACA ) | DENOMINACAO | IGREJA NOSSA SENHORA DO ROSARIO DOS HOMENS PRETOS ( CENTRO ) | LOGRADOURO PUBLICO | PRACA PUBLICA | ROSARIO ( LARGO DO ) | SE ( DISTRITO ) | ZONA CENTRO;Ver. LUANA ALVES (PSOL)
PL 178/2024;Institui no Município de São Paulo, regras para promoções e descontos nos postos de abastecimento de combustíveis, ficando vedando quaisquer promoções que necessitem de vinculação aos aplicativos de fidelização, e dá outras providências.;ALVARA DE LOCALIZACAO E FUNCIONAMENTO | ANUNCIO | APLICATIVO MOVEL | CARTAZ | CASSACAO | COMBUSTIVEL | CONSUMIDOR | CONTRATO DE FIDELIDADE | DESCONTO | DIVULGACAO | FAIXA | FECHAMENTO | INFORMACAO | INFRACAO | MULTA | NORMAS | PAINEL | PLACA | POSTO DE COMBUSTIVEL | PRECO | PROIBICAO | PUBLICIDADE | REINCIDENCIA | TOTEM INFORMATIVO;Ver. RICARDO TEIXEIRA (UNIÃO)
PL 177/2024;“Dispõe sobre a criação do Programa de cooperação Municipal pela eliminação da disparidade salarial entre homens e mulheres.”;AUMENTO | CARGO DE CHEFIA | CARGO DE DIRECAO | COMBATE | COTA | CRIACAO | CRITERIOS | DENUNCIA | DIREITOS DA MULHER | DISCRIMINACAO SEXUAL | DISPONIBILIDADE | DIVULGACAO | FISCALIZACAO | FOLHA DE PAGAMENTO | FORMACAO PROFISSIONAL | FUNCAO | GENERO ( SEXO ) | HABILITACAO PROFISSIONAL | HOMEM | INFORMACAO | INTERNET | ISONOMIA SALARIAL | MERCADO DE TRABALHO | MULHER | MULTA | NOTIFICACAO | OBRIGATORIEDADE | PERCENTAGEM | PLANO DE ACAO PARA MITIGACAO DA DESIGUALDADE SALARIAL E DE CRITERIOS REMUNERATORIOS ENTRE MULHERES E HOMENS | PLATAFORMA TECNOLOGICA | POLITICA SALARIAL | PROGRAMA MUNICIPAL DE COOPERACAO PELA ELIMINACAO DA DISPARIDADE SALARIAL ENTRE HOMENS E MULHERES | RELATORIO | REMUNERACAO | RENDA | RESERVA | SALARIO | SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO E TRABALHO | SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA | SETOR PRIVADO | TRANSPARENCIA ADMINISTRATIVA | VALOR | VENCIMENTOS;Ver. SILVIA DA BANCADA FEMINISTA (PSOL)
PL 176/2024;Dispõe sobre a criação do Selo Empresa Amiga da Mulher Vítima de Violência;CAMPANHA EDUCATIVA | CARGO DE DIRECAO | COMBATE | CONTRATACAO | DIREITOS DA MULHER | DIVULGACAO | EMPREGADO | EMPRESA | GARANTIA | INCLUSAO | ISONOMIA SALARIAL | LOGOTIPO | MATERIAL DE PROPAGANDA | MULHER | PERCENTAGEM | PRATICA EDUCATIVA | PREVENCAO | PUBLICIDADE | RECONHECIMENTO | RECURSOS HUMANOS | RESERVA | SELO EMPRESA AMIGA DA MULHER VITIMA DE VIOLENCIA | UTILIZACAO | VAGA | VIOLENCIA CONTRA A MULHER | VITIMA;Ver. THAMMY MIRANDA (PSD)
PL 175/2024;Institui, no âmbito do Munícipio de São Paulo, sanções administrativas de multa e medidas educativas a quem realizar apologia ao Golpe Militar de 1964 e ao período da Ditadura Militar (1964-1985), tanto de seus atos quanto de seus autores criminosos, e dá outras providências;ATUACAO | DEFESA | DITADURA MILITAR DE 1964 | ELOGIO | ESTATUTO DOS FUNCIONARIOS PUBLICOS DO MUNICIPIO | MEDIDA SOCIOEDUCATIVA | MULTA | PARTICIPANTE | PENALIDADE | PROCEDIMENTO DISCIPLINAR | SERVIDOR;Ver. SILVIA DA BANCADA FEMINISTA (PSOL)
PL 174/2024;Estabelece incentivo à utilização de veículos automotores movidos à propulsão híbrida ou elétrica, e dá outras providências;BENEFICIO | DESCONTO | EMPRESA PUBLICA | ESTACAO DE RECARGA DE VEICULOS ELETRICOS | FROTA | INCENTIVO | INCENTIVO FISCAL | INSTALACAO | OBRIGATORIEDADE | PARCERIA | PERCENTAGEM | RECARGA | SETOR PRIVADO | SISTEMA DE TRANSPORTES | SOCIEDADE DE ECONOMIA MISTA | VEICULOS | VEICULOS DE MOTOR HIBRIDO | VEICULOS ELETRICOS | VIA PUBLICA;Ver. ELI CORRÊA (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)
PL 173/2024;“Institui o método Wolbachia como diretriz complementar de controle biológico de combate ao mosquito denominado Aedes Aegypti, transmissor da dengue e de outras doenças no âmbito da Cidade de São Paulo”;AGENTE BIOLOGICO | BACTERIA | COMBATE | CONTROLE | CONVENIO | DENGUE | DIRETRIZ | FEBRE AMARELA | FEBRE CHIKUNGUNYA | MOSQUITO | PARCERIA | TRANSMISSAO DE DOENCAS | VIRUS | ZIKA ( DOENCA );Ver. SENIVAL MOURA (PT)
PL 172/2024;Denomina Praça Nereu Mello, o logradouro público inominado, localizado na esquina entre as Ruas Almirante de Inhaúma e Peribebuí, Vila Leopoldina – Subprefeitura da Lapa.;DENOMINACAO | INHAUMA ( RUA ALMIRANTE DE ) | LOGRADOURO PUBLICO | NEREU MELO ( PRACA ) | PERIBEBUI ( RUA ) | PRACA PUBLICA | VILA LEOPOLDINA ( DISTRITO );Ver. ELISEU GABRIEL (PSB)
PL 171/2024;Dá cumprimento ao art. 1º da Lei nº 14.889, de 20 de janeiro de 2009 [atualização inflacionária salarial dos servidores da Câmara Municipal de São Paulo, referente ao período março/2023 a fevereiro/2024];ATUALIZACAO | AUMENTO | CMSP | CORRECAO MONETARIA | DATA BASE | FUNCAO GRATIFICADA | INDICE | INDICE DE ATUALIZACAO MONETARIA | LEI 14.889/2009 | PENSAO PREVIDENCIARIA | PENSIONISTA | PERCENTAGEM | PERDA | PROVENTOS | REMUNERACAO | REPOSICAO | RETROATIVIDADE | SALARIO | SALARIO FAMILIA | SERVIDOR APOSENTADO | SERVIDOR DA CMSP | VENCIMENTOS;MESA DA CAMARA MUNICIPAL DE SAO PAULO - 01/01/2024 a 31/12/2024
PL 170/2024;Dispõe sobre a aplicação do art. 1º da Lei Municipal nº 14.891, de 20 de janeiro de 2009 e dá outras providências [atualização inflacionária salarial dos servidores do Tribunal de Contas do Município de São Paulo, referente ao período março/2023 a fevereiro/2024];ATUALIZACAO | AUMENTO | CORRECAO MONETARIA | DATA BASE | FUNCAO GRATIFICADA | INDICE | INDICE DE ATUALIZACAO MONETARIA | LEI 14.891/2009 | PENSAO PREVIDENCIARIA | PENSIONISTA | PERCENTAGEM | PERDA | PROVENTOS | REMUNERACAO | REPOSICAO | RETROATIVIDADE | SALARIO | SERVIDOR | SERVIDOR APOSENTADO | TRIBUNAL DE CONTAS DO MUNICIPIO | VENCIMENTOS;TRIBUNAL DE CONTAS DO MUNICIPIO
PL 169/2024;Dispõe sobre medidas administrativas e organizacionais aplicáveis ao Tribunal de Contas do Município de São Paulo;ALTERACAO | ASSESSOR DE COMUNICACAO E RELACOES INTERNACIONAIS | ATUALIZACAO | AUMENTO | AUXILIO ALIMENTACAO | AUXILIO REFEICAO | AUXILIO SAUDE | BENEFICIO | BENEFICIO COMPLEMENTAR NUTRICIONAL | CALCULO | CARGO | CARGO DE LIVRE PROVIMENTO | CHEFE DO NUCLEO DE GOVERNANCA E GESTAO | CHEFE DO NUCLEO DE JURISPRUDENCIA E SUMULA  | COMPETENCIA | CONTROLE INTERNO | COORDENADOR CHEFE - CONTRATOS | CRIACAO | DINHEIRO | ENCARREGADO DE DADOS | FUNCAO GRATIFICADA | LEI 12.858/1999 | LEI 13.877/2004 | LEI 16.973/2018 | LEI 17.970/2023 | LIMITACAO | NOMEACAO | ORGANIZACAO ADMINISTRATIVA | OUVIDOR DO TCM | PLANO DE SAUDE | PROVIMENTO DE CARGO | QUADRO DE PESSOAL ( TCM ) | RESPONSAVEL | SERVIDOR | SERVIDOR APOSENTADO | TRIBUNAL DE CONTAS DO MUNICIPIO | VALOR;TRIBUNAL DE CONTAS DO MUNICIPIO
PL 168/2024;Autoriza transformar a Praça do Saber, localizada na Avenida Florestan Fernandes, no Jardim Monte Belo, da Subprefeitura de Perus-Anhanguera, em Parque Municipal, e dá outras providências;ANHANGUERA ( DISTRITO ) | FLORESTAN FERNANDES ( AVENIDA ) | JARDIM MONTE BELO ( ANHANGUERA ) | PARQUE MUNICIPAL | PRACA PUBLICA | SABER ( PARQUE MUNICIPAL DO ) | SABER ( PRACA DO ) | TRANSFORMACAO;Ver. FABIO RIVA (MDB)
PL 167/2024;Institui o programa municipal de segurança comunitária denominado “Projeto Vizinhança Solidária” no município de São Paulo e dá outras providências.;ACOMPANHAMENTO | ADESAO | APOIO | ASSALTO | ATO ILICITO | AUTORIDADE POLICIAL | AVISO | BAIRRO | CADASTRO | COLABORACAO | COMERCIANTE | COMUNICACAO | COMUNIDADE | CONDOMINIO | CONSELHO COMUNITARIO DE SEGURANCA | COOPERACAO | CRIME | DENUNCIA | DIVULGACAO | ESTABELECIMENTO COMERCIAL | FURTO | GUARDA CIVIL METROPOLITANA | HABITACAO | IDENTIFICACAO | INFORMACAO | INTEGRACAO | LOGRADOURO PUBLICO | MORADOR | MUNICIPE | ORIENTACAO | PALESTRA | PARTICIPACAO | PLACA | PREVENCAO | PROGRAMA MUNICIPAL DE SEGURANCA COMUNITARIA VIZINHANCA SOLIDARIA | REDUCAO | REGIAO | REUNIAO | ROUBO | SEGURANCA | SEGURANCA PUBLICA | TREINAMENTO | VIGILANCIA | VIOLENCIA | VIZINHANCA | VIZINHANCA SOLIDARIA ( PROGRAMA ) | VIZINHO | VOLUNTARIO;Ver. DR. NUNES PEIXEIRO (MDB)
PL 166/2024;Altera a Lei nº 14.485, de 19 de julho de 2007, para incluir no Calendário Oficial de Eventos da Cidade de São Paulo o “Dia da Memória do Protagonismo das Mulheres na Luta Contra a Carestia”, a ser celebrado anualmente no dia 27 de agosto, e dá outras providências.;ALTERACAO | CALENDARIO OFICIAL DE EVENTOS | CONDICOES SOCIO ECONOMICAS | CONSCIENTIZACAO | CUSTO DE VIDA | DATA COMEMORATIVA | DESIGUALDADE SOCIAL | DIA DA MEMORIA DO PROTAGONISMO DAS MULHERES NA LUTA CONTRA A CARESTIA | EVENTOS | JUSTICA SOCIAL | LEI 14.485/2007 | MOBILIZACAO | MOVIMENTO DO CUSTO DE VIDA | MOVIMENTO POPULAR DE MULHERES | MULHER | PARTICIPACAO;Ver. JUSSARA BASSO (PSB)
PL 165/2024;Dispõe sobre a denominação da praça Dra. Maurícia Cristina Hakmé Abboud, em espaço público inominado, na altura do nº 2512 da av. Campanella, Jd. Itapemirim - Itaquera, São Paulo, 08220-705 e dá outras providências.;CAMPANELA ( AVENIDA ) | DENOMINACAO | ITAQUERA ( DISTRITO ) | JARDIM ITAPEMIRIM | LOGRADOURO PUBLICO | MAURICIA CRISTINA HAKME ABBOUD ( PRACA DOUTORA ) | PRACA PUBLICA;Ver. ALESSANDRO GUEDES (PT)
PL 164/2024;Altera a lei nº 14.485, de 19 de julho de 2007, para incluir no calendário de eventos da cidade de São Paulo no dia 04 de maio o aniversário do bairro Pinheirinho I (São Mateus);ALTERACAO | ANIVERSARIO | BAIRRO | CALENDARIO OFICIAL DE EVENTOS | DATA COMEMORATIVA | DIA DO BAIRRO PINHEIRINHO I ( SAO MATEUS ) | LEI 14.485/2007 | PINHEIRINHO I ( BAIRRO ) | SAO MATEUS ( DISTRITO );Ver. ALESSANDRO GUEDES (PT)
